date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,20961,669,215891,1689,10918,334,134408,1113,3134,119,29982,249,6917,216,53355,270
2020-10-10,22210,686,231278,2356,11738,346,146044,1911,3236,120,31668,229,7239,220,55863,341
2020-10-11,22372,691,234117,3001,11832,350,148446,2496,3255,120,31858,209,7288,221,56199,385
2020-10-12,22475,692,235205,1191,11891,351,149196,809,3266,120,32000,153,7321,221,56456,290
2020-10-13,22545,694,236023,888,11931,352,149681,525,3271,120,32127,132,7347,222,56661,231
2020-10-14,22634,695,237361,1427,11988,352,150684,1060,3284,120,32306,192,7367,223,56865,224
2020-10-15,22798,699,239223,2026,12093,356,151998,1419,3299,120,32482,191,7412,223,57208,388
2020-10-16,23035,700,241778,2792,12216,356,153576,1701,3336,120,32772,327,7489,224,57948,817
2020-10-17,23183,703,243971,2341,12309,359,155154,1671,3348,120,33062,302,7530,224,58305,398
2020-10-18,23289,705,245318,1453,12361,360,156009,907,3361,120,33215,166,7572,225,58657,394
2020-10-19,23400,710,246620,1413,12426,361,156864,920,3377,120,33400,201,7605,229,58968,344
2020-10-2,21135,673,217494,1777,11029,337,135484,1187,3148,119,30170,202,6966,217,53683,377
2020-10-20,23461,714,247202,643,12472,363,157273,455,3379,121,33467,69,7618,230,59096,141
2020-10-21,23603,716,248416,1356,12548,364,158000,803,3392,121,33653,199,7670,231,59385,341
2020-10-22,23767,720,249968,1716,12643,364,159032,1127,3411,121,33829,195,7723,235,59763,431
2020-10-23,23925,724,251615,1805,12731,364,160031,1087,3423,121,34028,211,7782,239,60237,533
2020-10-24,24044,728,253205,1709,12799,367,161208,1245,3439,121,34214,202,7818,240,60510,309
2020-10-25,24244,735,255267,2262,12923,371,162688,1604,3462,121,34465,274,7872,243,60912,456
2020-10-26,24330,736,256099,918,12963,372,163175,527,3479,121,34623,175,7900,243,61127,243
2020-10-27,24464,736,257456,1491,13039,372,164072,973,3497,121,34765,160,7942,243,61448,363
2020-10-28,24623,740,258574,1277,13133,374,164791,813,3521,121,34868,127,7984,245,61687,281
2020-10-29,24814,748,260184,1801,13222,378,165841,1139,3554,122,35076,241,8056,248,62069,454
2020-10-3,21261,675,218752,1384,11106,338,136252,845,3162,119,30359,203,7000,218,53995,346
2020-10-30,25008,750,261867,1877,13334,378,167056,1327,3577,123,35244,191,8116,249,62420,411
2020-10-31,25197,754,263088,1410,13412,379,167711,733,3618,123,35470,267,8186,252,62779,429
2020-10-4,21418,676,220570,1975,11221,339,137502,1365,3171,119,30592,242,7032,218,54386,423
2020-10-5,21504,678,221352,868,11276,341,138018,571,3177,119,30708,122,7058,218,54537,177
2020-10-6,21639,678,222884,1667,11356,341,139191,1253,3191,119,30855,161,7097,218,54785,287
2020-10-7,21740,681,224359,1576,11425,343,140446,1324,3194,120,30913,61,7124,218,54994,236
2020-10-8,21897,683,226544,2342,11535,344,142293,1957,3201,120,31114,208,7164,219,55222,268
2020-10-9,22078,685,229054,2691,11652,345,144219,2043,3223,120,31452,360,7205,220,55556,375
2020-11-1,25383,757,264832,1930,13549,382,169051,1477,3626,123,35616,154,8227,252,63081,343
2020-11-10,27393,779,276672,1329,14827,393,176855,746,3886,125,37278,261,8721,261,65621,320
2020-11-11,27592,782,277836,1363,14951,394,177519,788,3910,125,37474,220,8772,263,65917,347
2020-11-12,28054,784,280022,2648,15263,395,179082,1875,3963,125,37677,256,8872,264,66380,563
2020-11-13,28431,788,281539,1894,15491,396,180016,1162,4035,125,37977,372,8951,267,66708,407
2020-11-14,28836,789,283323,2189,15778,396,181182,1453,4052,125,38180,220,9055,268,67146,542
2020-11-15,29236,793,285625,2702,16020,397,182556,1616,4109,126,38518,395,9158,270,67782,739
2020-11-16,29599,797,287579,2317,16284,398,183939,1647,4150,126,38751,274,9218,273,68137,415
2020-11-17,29822,800,288448,1092,16412,400,184434,623,4184,127,38912,195,9279,273,68346,270
2020-11-18,30216,803,290110,2056,16653,402,185464,1271,4240,127,39170,314,9376,274,68709,460
2020-11-19,30861,806,293148,3683,17057,403,187358,2298,4341,129,39616,547,9519,274,69433,867
2020-11-2,25484,759,265601,870,13601,383,169521,522,3639,124,35707,104,8263,252,63306,261
2020-11-20,31376,810,295866,3233,17429,404,189253,2267,4394,130,39887,324,9613,276,69987,648
2020-11-21,31863,812,298477,3098,17763,404,190727,1808,4457,130,40350,526,9710,278,70665,775
2020-11-22,32248,817,300271,2179,17995,406,191823,1328,4509,132,40571,273,9812,279,71185,622
2020-11-23,32699,824,302795,2975,18293,409,193621,2096,4571,135,40846,337,9901,280,71671,575
2020-11-24,33016,828,304648,2170,18521,412,194982,1589,4614,136,41006,203,9950,280,72020,398
2020-11-25,33601,830,307456,3393,18875,412,196542,1914,4695,136,41272,347,10102,282,72991,1123
2020-11-26,34174,833,310108,3225,19256,413,198147,1986,4791,137,41705,529,10200,283,73602,709
2020-11-27,34684,838,312389,2791,19589,415,199634,1820,4895,138,42063,462,10275,285,73937,410
2020-11-28,35281,841,314687,2895,19979,417,201304,2060,4973,139,42280,295,10409,285,74385,582
2020-11-29,35700,846,316072,1804,20208,419,202046,971,5102,141,42662,511,10472,286,74660,338
2020-11-3,25599,763,266360,874,13657,383,169976,511,3648,124,35827,129,8315,256,63504,250
2020-11-30,36383,850,318115,2726,20685,421,203455,1886,5197,141,42900,333,10585,288,75044,497
2020-11-4,25819,764,267641,1501,13788,384,170702,857,3694,124,36015,234,8360,256,63869,410
2020-11-5,26110,766,269480,2130,13984,386,172027,1521,3727,124,36217,235,8425,256,64187,383
2020-11-6,26328,768,271024,1762,14130,387,173026,1145,3750,124,36517,323,8477,257,64475,340
2020-11-7,26644,771,272703,1995,14347,389,174099,1290,3788,124,36785,306,8537,258,64829,414
2020-11-8,26949,772,274425,2027,14564,390,175379,1497,3818,124,36989,234,8603,258,65110,347
2020-11-9,27151,774,275585,1362,14700,390,176236,993,3834,124,37069,96,8656,260,65366,309
2020-12-1,36750,857,319003,1255,20891,426,203966,717,5292,143,43109,304,10654,288,75232,257
2020-12-10,43907,917,338417,2951,25347,457,216352,1597,6725,165,46072,483,11951,295,79245,803
2020-12-11,44992,922,341425,4093,26034,459,218396,2731,6923,166,46433,559,12151,297,79873,828
2020-12-12,45606,929,343405,2594,26370,464,219470,1410,7018,167,46760,422,12337,298,80452,765
2020-12-13,46634,943,346343,3966,26957,474,221144,2261,7210,168,47299,731,12594,301,81186,991
2020-12-14,47333,950,348402,2758,27424,478,222588,1911,7316,169,47513,320,12724,303,81547,491
2020-12-15,48169,959,350927,3361,27967,482,224186,2141,7473,172,47995,639,12868,305,82005,602
2020-12-16,49029,972,353277,3210,28478,490,225526,1851,7632,175,48408,572,13069,307,82630,826
2020-12-17,49383,980,354398,1475,28653,494,226181,830,7708,178,48562,230,13172,308,82938,411
2020-12-18,50427,988,357241,3887,29299,498,227981,2446,7862,181,48925,517,13417,309,83652,959
2020-12-19,50922,1002,358780,2034,29564,506,228791,1075,7943,183,49137,293,13569,313,84183,683
2020-12-2,37538,860,321153,2938,21423,429,205333,1899,5418,143,43417,434,10788,288,75622,524
2020-12-20,51395,1017,360316,2009,29763,517,229417,825,8060,184,49502,482,13728,316,84677,653
2020-12-21,51980,1024,361876,2145,30131,521,230398,1349,8171,187,49774,383,13842,316,84994,431
2020-12-22,52596,1033,363322,2062,30559,526,231378,1408,8289,190,50016,360,13922,317,85256,342
2020-12-23,53398,1044,365918,3398,31048,531,232973,2084,8397,194,50308,400,14128,319,85958,908
2020-12-24,54045,1054,368012,2741,31493,536,234400,1872,8486,197,50539,320,14240,321,86458,612
2020-12-25,54868,1066,370491,3302,31896,542,235634,1637,8721,198,50954,650,14431,326,87243,976
2020-12-26,55458,1077,372221,2320,32230,549,236640,1340,8832,201,51257,414,14573,327,87667,566
2020-12-27,55934,1094,373494,1749,32526,563,237584,1240,8910,204,51357,178,14676,327,87905,341
2020-12-28,56655,1105,375085,2312,33007,567,238667,1564,9021,207,51557,311,14809,331,88212,440
2020-12-29,57067,1112,376341,1668,33276,570,239520,1122,9097,210,51720,239,14879,332,88497,355
2020-12-3,38476,868,323361,3146,21959,434,206718,1921,5665,145,43822,652,10943,289,76040,573
2020-12-30,57951,1121,378219,2762,33822,575,240710,1736,9246,211,51993,422,15062,335,88965,651
2020-12-31,58575,1132,379495,1900,34060,581,241394,922,9400,213,52195,356,15295,338,89392,660
2020-12-4,39161,872,325141,2465,22408,437,207906,1637,5800,145,44062,375,11051,290,76393,461
2020-12-5,39965,879,327353,3016,22900,441,209240,1826,5966,147,44382,486,11202,291,76980,738
2020-12-6,40791,886,330030,3503,23326,444,210676,1862,6176,151,44994,822,11394,291,77574,786
2020-12-7,41523,892,332089,2791,23773,446,212085,1856,6320,155,45275,425,11540,291,77973,545
2020-12-8,42468,896,334362,3218,24460,448,213853,2455,6459,157,45507,371,11658,291,78307,452
2020-12-9,43113,910,336260,2543,24925,453,215177,1789,6557,163,45757,348,11741,294,78652,428
2020-3-10,19,0,17,4,12,0,11,3,0,0,NA,0,0,0,NA,1
2020-3-11,22,0,21,7,11,0,12,5,0,0,NA,0,NA,0,NA,3
2020-3-12,22,0,31,10,11,0,19,7,0,0,NA,0,NA,0,NA,3
2020-3-13,23,0,50,20,12,0,29,11,0,0,NA,NA,NA,0,17,8
2020-3-14,23,0,66,16,12,0,41,12,0,0,NA,NA,NA,0,19,2
2020-3-15,26,0,81,18,12,0,51,10,NA,0,11,6,NA,0,22,3
2020-3-16,27,0,98,18,11,0,58,8,NA,0,16,5,NA,0,28,6
2020-3-17,31,0,134,40,13,0,82,27,NA,0,24,9,NA,0,34,6
2020-3-18,42,0,186,63,21,0,90,16,NA,0,28,5,NA,0,75,43
2020-3-19,55,0,407,234,28,0,156,73,NA,0,51,26,12,0,218,146
2020-3-20,64,0,488,90,33,0,203,52,NA,0,63,12,16,0,245,31
2020-3-21,71,0,539,58,38,0,234,36,NA,0,71,8,18,0,261,18
2020-3-22,84,0,562,36,47,0,250,25,NA,0,75,4,22,0,267,10
2020-3-23,123,0,799,276,71,0,394,168,15,0,105,35,32,0,333,76
2020-3-24,155,1,1090,323,93,0,639,267,22,0,139,41,35,NA,353,23
2020-3-25,173,2,1273,201,104,NA,773,145,25,0,153,17,39,NA,391,42
2020-3-26,196,3,1493,243,116,NA,881,120,29,0,213,64,46,NA,445,61
2020-3-27,234,5,1667,212,141,NA,940,84,35,0,277,70,53,NA,479,41
2020-3-28,282,9,1918,299,160,NA,1058,137,40,NA,322,50,77,NA,569,114
2020-3-29,328,10,2105,233,182,NA,1180,144,47,NA,356,41,94,NA,592,40
2020-3-30,363,11,2381,311,214,NA,1345,197,47,NA,379,23,98,NA,688,100
2020-3-31,433,12,2820,509,256,NA,1555,252,59,NA,483,116,114,NA,810,138
2020-3-8,19,0,9,0,12,0,NA,0,0,0,NA,0,0,0,NA,0
2020-3-9,19,0,13,4,12,0,NA,2,0,0,NA,NA,0,0,NA,1
2020-4-1,470,13,3140,357,280,NA,1707,176,64,NA,518,40,122,NA,942,140
2020-4-10,1488,36,7025,593,844,19,4034,378,253,NA,1136,60,392,14,1908,176
2020-4-11,1624,44,7402,513,887,21,4187,196,277,NA,1245,133,462,19,2038,200
2020-4-12,1730,49,7726,430,949,23,4456,331,297,NA,1285,60,488,21,2066,54
2020-4-13,1875,54,8005,424,996,25,4611,202,306,NA,1309,33,578,22,2182,206
2020-4-14,2065,61,8323,508,1033,29,4717,143,355,NA,1412,152,685,24,2279,204
2020-4-15,2127,68,8404,143,1053,31,4752,55,367,NA,1429,29,715,28,2313,64
2020-4-16,2241,72,8639,349,1111,33,4925,231,378,NA,1450,32,759,29,2366,97
2020-4-17,2521,78,9041,682,1198,34,5144,306,426,12,1541,139,909,32,2460,244
2020-4-18,2635,88,9315,388,1279,38,5374,311,449,15,1590,72,921,35,2479,31
2020-4-19,2831,92,9524,405,1298,39,5427,72,462,16,1609,32,1088,37,2621,309
2020-4-2,503,16,3483,376,299,NA,2022,334,70,NA,547,35,130,NA,954,20
2020-4-20,3020,102,9832,497,1374,43,5585,234,491,17,1685,105,1172,42,2702,165
2020-4-21,3295,107,10138,581,1433,44,5648,122,534,19,1764,122,1347,44,2868,341
2020-4-22,3423,120,10320,310,1475,52,5711,105,569,20,1824,95,1398,48,2934,117
2020-4-23,3565,134,10559,381,1579,62,5926,319,586,20,1861,54,1419,52,2946,33
2020-4-24,3699,150,10714,289,1597,70,5960,52,608,24,1911,72,1515,56,3024,174
2020-4-25,4153,158,11542,1282,1696,73,6357,496,653,26,2021,155,1826,59,3370,657
2020-4-26,4284,171,11741,330,1727,80,6430,104,681,27,2050,57,1897,64,3467,168
2020-4-27,4683,184,12650,1308,1795,84,6644,282,762,29,2258,289,2151,71,3921,708
2020-4-28,4792,195,12952,411,1812,89,6718,91,775,30,2297,52,2231,76,4104,263
2020-4-29,4830,207,13049,135,1830,95,6760,60,786,33,2330,44,2240,79,4113,18
2020-4-3,674,17,4316,1004,437,NA,2644,760,90,NA,653,126,144,NA,1057,117
2020-4-30,5024,213,13530,675,1950,97,7132,492,810,35,2384,78,2292,81,4193,132
2020-4-4,734,17,4580,324,468,NA,2720,107,105,NA,753,115,158,NA,1143,100
2020-4-5,803,19,4839,328,511,12,2898,221,115,NA,771,28,176,NA,1204,79
2020-4-6,898,24,5210,466,556,15,3071,218,150,NA,897,161,190,NA,1267,77
2020-4-7,1121,28,6046,1059,664,18,3456,493,178,NA,977,108,280,NA,1645,468
2020-4-8,1237,32,6332,402,698,19,3535,113,224,NA,1070,139,315,11,1749,139
2020-4-9,1336,34,6584,351,772,19,3728,267,232,NA,1097,35,332,12,1792,60
2020-5-1,5154,225,13818,418,1977,103,7220,115,841,36,2455,102,2364,86,4327,206
2020-5-10,7115,318,22127,2960,2582,142,9648,776,1130,54,3897,190,3435,122,8409,2020
2020-5-11,7232,329,22833,823,2617,147,9814,201,1158,57,4039,170,3488,125,8754,398
2020-5-12,7298,340,23270,503,2661,151,10042,272,1171,58,4152,126,3497,131,8827,82
2020-5-13,7360,356,23736,528,2685,164,10199,181,1179,58,4238,94,3527,134,9058,261
2020-5-14,7478,368,24645,1027,2734,169,10616,466,1197,61,4393,173,3578,138,9376,369
2020-5-15,7906,379,27227,3010,2850,178,11558,1058,1266,62,4668,344,3828,139,10743,1617
2020-5-16,8044,390,28188,1099,2961,186,12174,727,1280,62,4817,163,3841,142,10956,226
2020-5-17,8232,400,29681,1681,3043,194,12641,549,1305,63,4961,169,3924,143,11840,967
2020-5-18,8342,407,30565,994,3095,200,13010,421,1317,63,5063,114,3969,144,12244,449
2020-5-19,8419,418,30985,497,3148,206,13304,347,1331,65,5129,80,3978,147,12301,66
2020-5-2,5303,237,14125,456,2002,110,7269,74,869,37,2547,120,2461,90,4507,277
2020-5-20,8520,427,31588,704,3209,212,13643,400,1347,65,5200,87,4002,150,12505,228
2020-5-21,8652,432,32420,964,3281,214,14028,457,1364,66,5263,80,4045,152,12909,447
2020-5-22,8761,437,33290,979,3357,216,14535,583,1379,66,5356,108,4064,155,13191,301
2020-5-23,8897,443,34209,1055,3441,220,15119,668,1409,66,5509,183,4087,157,13403,235
2020-5-24,9054,451,35740,1688,3568,223,16271,1279,1423,70,5650,155,4102,158,13680,292
2020-5-25,9147,457,36509,862,3633,226,16804,598,1434,71,5749,110,4121,160,13844,183
2020-5-26,9182,467,36889,415,3654,232,17018,235,1439,74,5855,111,4130,161,13897,62
2020-5-27,9259,477,37961,1149,3698,240,17449,475,1458,74,6348,512,4143,163,14030,146
2020-5-28,9337,485,38486,603,3767,244,17792,412,1465,76,6446,105,4149,165,14109,85
2020-5-29,9495,492,39621,1293,3846,247,18228,515,1498,78,6549,136,4195,167,14680,617
2020-5-3,5605,249,15128,1305,2154,114,7795,678,891,41,2640,115,2591,94,4930,553
2020-5-30,9563,496,40620,1067,3886,250,18683,495,1507,78,6667,127,4216,168,15095,436
2020-5-31,9690,499,42293,1800,3983,251,19328,742,1514,80,6771,111,4239,168,16014,942
2020-5-4,5820,259,15722,809,2187,118,7887,125,923,42,2740,132,2742,99,5314,535
2020-5-5,5983,270,16062,503,2225,123,8045,196,986,42,2849,172,2803,105,5381,128
2020-5-6,6172,273,16669,796,2263,124,8168,161,997,42,2911,73,2943,107,5814,573
2020-5-7,6343,289,17408,910,2352,127,8507,428,1022,45,3025,139,3002,117,6059,304
2020-5-8,6509,302,18639,1397,2411,133,8776,328,1053,49,3359,365,3078,120,6440,457
2020-5-9,6635,306,19647,1134,2455,135,8999,267,1088,51,3749,425,3123,120,6701,306
2020-6-1,9749,502,43363,1129,4009,252,19986,684,1523,81,6847,85,4262,169,16342,351
2020-6-10,10240,536,51628,2438,4349,267,25212,1607,1595,90,7871,231,4344,179,18406,659
2020-6-11,10297,538,53873,2302,4400,267,26810,1649,1597,91,8222,353,4348,180,18738,336
2020-6-12,10357,540,55708,1895,4440,268,28146,1376,1604,92,8390,175,4361,180,19040,315
2020-6-13,10399,543,56933,1267,4473,270,29044,931,1606,93,8472,84,4368,180,19269,236
2020-6-14,10473,544,59132,2273,4529,271,30779,1791,1614,93,8742,278,4380,180,19495,238
2020-6-15,10530,546,60189,1114,4562,272,31419,673,1625,93,8894,163,4394,181,19759,278
2020-6-16,10577,547,60578,436,4600,272,31631,250,1631,93,8983,95,4397,182,19825,69
2020-6-17,10640,550,62280,1765,4655,274,33222,1646,1635,93,9040,61,4401,183,19891,70
2020-6-18,10681,552,63658,1419,4688,275,34297,1108,1639,93,9172,136,4404,184,20081,193
2020-6-19,10729,557,65272,1662,4722,277,35295,1032,1643,94,9289,121,4415,186,20576,506
2020-6-2,9784,503,44018,690,4033,252,20241,279,1526,81,7096,252,4271,170,16462,129
2020-6-20,10819,557,67281,2099,4797,277,36997,1777,1648,94,9508,224,4424,186,20717,150
2020-6-21,10868,561,68677,1445,4831,280,38023,1060,1654,95,9575,73,4430,186,21061,350
2020-6-22,10914,563,69305,674,4861,280,38375,382,1662,96,9678,111,4439,187,21238,186
2020-6-23,10958,563,69840,579,4880,280,38548,192,1671,96,9768,99,4455,187,21500,278
2020-6-24,11055,565,72006,2263,4959,281,40226,1757,1676,96,10039,276,4469,188,21766,280
2020-6-25,11133,566,72820,892,5018,281,40754,587,1686,96,10157,128,4479,189,21911,155
2020-6-26,11245,568,74786,2078,5072,282,41859,1159,1714,97,10730,601,4509,189,22203,322
2020-6-27,11379,569,76008,1356,5118,283,42339,526,1723,97,10815,94,4588,189,22875,751
2020-6-28,11535,571,78707,2855,5232,284,44865,2640,1734,98,10890,86,4616,189,23053,206
2020-6-29,11616,572,79387,761,5256,284,45175,334,1752,99,10983,111,4654,189,23348,333
2020-6-3,9827,507,44750,775,4062,252,20689,477,1529,84,7185,92,4282,171,16663,212
2020-6-30,11656,573,79778,431,5275,285,45393,237,1765,99,11080,110,4662,189,23421,81
2020-6-4,9885,519,45369,677,4099,257,21070,418,1542,86,7277,105,4290,176,16804,149
2020-6-5,9960,523,46026,732,4152,261,21508,491,1551,86,7370,102,4304,176,16950,160
2020-6-6,10039,523,47066,1119,4213,261,22366,919,1568,86,7465,112,4306,176,17046,98
2020-6-7,10086,526,47824,805,4253,263,22987,661,1569,87,7516,52,4311,176,17142,101
2020-6-8,10138,530,48452,680,4289,265,23372,421,1576,88,7578,69,4321,177,17344,212
2020-6-9,10173,534,49257,840,4308,265,23646,293,1580,90,7655,81,4334,179,17757,426
2020-7-1,11840,574,83167,3573,5367,285,47126,1825,1778,100,11609,542,4739,189,24497,1153
2020-7-10,12891,585,96936,1286,5844,293,54874,463,1963,103,13012,169,5119,189,29130,609
2020-7-11,13106,587,99492,2771,5895,293,55888,1065,2015,104,13858,898,5231,190,29889,871
2020-7-12,13285,591,101006,1693,5938,293,56871,1026,2030,106,13984,141,5352,192,30303,535
2020-7-13,13410,593,102787,1906,6006,294,58310,1507,2048,106,14111,145,5391,193,30535,271
2020-7-14,13503,593,104207,1513,6061,294,59259,1004,2060,106,14270,171,5417,193,30841,332
2020-7-15,13582,593,105334,1206,6096,294,60032,808,2078,106,14427,175,5443,193,31032,217
